recoding_id;date;CH4;CO;NO;NO_2;O_3;PM10;PM25;SO_2;station
9885;24/03/18 09:00;;0.200000002980232;4;17;69;5;1;;5
9886;24/03/18 10:00;1.40999996662139;0.300000011920928;11;43;55;9;6;7;1
9887;24/03/18 10:00;;0.100000001490116;3;10;77;4;;1;2
9888;24/03/18 10:00;1.08000004291534;0.200000002980232;1;1;85;6;;3;3
9889;24/03/18 10:00;1.17999994754791;;1;6;;9;;;4
9890;24/03/18 10:00;;0.200000002980232;5;20;69;10;4;;5
9891;24/03/18 11:00;1.39999997615814;0.300000011920928;11;38;60;3;1;7;1
9892;24/03/18 11:00;;0.100000001490116;3;10;77;4;;2;2
9893;24/03/18 11:00;1.08000004291534;0.200000002980232;1;1;87;8;;3;3
9894;24/03/18 11:00;1.17999994754791;;1;7;;7;;;4
9895;24/03/18 11:00;;0.200000002980232;6;19;69;10;5;;5
9896;24/03/18 12:00;1.39999997615814;0.300000011920928;13;43;56;4;2;7;1
9897;24/03/18 12:00;;0.100000001490116;3;11;77;3;;4;2
9898;24/03/18 12:00;1.08000004291534;0.200000002980232;1;1;86;6;;3;3
9899;24/03/18 12:00;1.17999994754791;;1;8;;7;;;4
9900;24/03/18 12:00;;0.200000002980232;6;18;71;6;2;;5
9901;24/03/18 13:00;1.40999996662139;0.300000011920928;10;35;66;5;1;7;1
9902;24/03/18 13:00;;0.100000001490116;4;7;83;3;;4;2
9903;24/03/18 13:00;1.08000004291534;0.200000002980232;1;1;90;9;;3;3
9904;24/03/18 13:00;1.17999994754791;;2;8;;9;;;4
9905;24/03/18 13:00;;0.200000002980232;5;14;77;4;1;;5
9906;24/03/18 14:00;1.39999997615814;0.300000011920928;9;25;74;6;4;7;1
9907;24/03/18 14:00;;0.100000001490116;3;7;85;7;;4;2
9908;24/03/18 14:00;1.08000004291534;0.200000002980232;1;1;92;17;;3;3
9909;24/03/18 14:00;1.17999994754791;;1;5;;16;;;4
9910;24/03/18 14:00;;0.200000002980232;6;10;84;7;1;;5
9911;24/03/18 15:00;1.39999997615814;0.300000011920928;9;30;70;10;8;6;1
9912;24/03/18 15:00;;0.100000001490116;3;7;84;7;;4;2
9913;24/03/18 15:00;1.08000004291534;0.200000002980232;1;1;92;13;;3;3
9914;24/03/18 15:00;1.17999994754791;;1;6;;21;;;4
9915;24/03/18 15:00;;0.200000002980232;5;11;81;14;4;;5
9916;24/03/18 16:00;1.40999996662139;0.300000011920928;7;31;67;5;3;6;1
9917;24/03/18 16:00;;0.100000001490116;2;7;84;6;;3;2
9918;24/03/18 16:00;1.08000004291534;0.200000002980232;1;1;;14;;3;3
9919;24/03/18 16:00;1.17999994754791;;1;6;;16;;;4
9920;24/03/18 16:00;;0.200000002980232;4;13;79;8;4;;5
9921;24/03/18 17:00;1.39999997615814;0.300000011920928;7;31;68;11;4;6;1
9922;24/03/18 17:00;;0.100000001490116;3;7;84;8;;3;2
9923;24/03/18 17:00;1.08000004291534;0.200000002980232;1;1;94;24;;3;3
9924;24/03/18 17:00;1.17999994754791;;1;5;;24;;;4
9925;24/03/18 17:00;;0.200000002980232;4;12;79;15;6;;5
9926;24/03/18 18:00;1.40999996662139;0.300000011920928;8;33;66;12;5;6;1
9927;24/03/18 18:00;;0.100000001490116;2;8;83;6;;3;2
9928;24/03/18 18:00;1.08000004291534;0.200000002980232;1;1;91;28;;3;3
9929;24/03/18 18:00;1.17999994754791;;1;5;;28;;;4
9930;24/03/18 18:00;;0.200000002980232;4;14;78;14;3;;5
9931;24/03/18 19:00;1.40999996662139;0.300000011920928;8;40;59;5;1;6;1
9932;24/03/18 19:00;;0.100000001490116;3;11;80;5;;3;2
9933;24/03/18 19:00;1.08000004291534;0.200000002980232;1;1;90;10;;3;3
9934;24/03/18 19:00;1.19000005722045;;1;7;;17;;;4
9935;24/03/18 19:00;;0.200000002980232;4;21;72;12;5;;5
9936;24/03/18 20:00;1.40999996662139;0.300000011920928;11;52;50;8;5;7;1
9937;24/03/18 20:00;;0.100000001490116;3;14;77;6;;3;2
9938;24/03/18 20:00;1.08000004291534;0.200000002980232;1;2;88;9;;3;3
9939;24/03/18 20:00;1.19000005722045;;1;9;;10;;;4
9940;24/03/18 20:00;;0.200000002980232;4;22;70;6;2;;5
9941;24/03/18 21:00;1.40999996662139;0.400000005960464;17;60;44;7;5;7;1
9942;24/03/18 21:00;;0.100000001490116;3;13;77;4;;3;2
9943;24/03/18 21:00;1.08000004291534;0.200000002980232;1;2;88;8;;3;3
9944;24/03/18 21:00;1.17999994754791;;1;9;;8;;;4
9945;24/03/18 21:00;;0.200000002980232;3;22;70;6;4;;5
9946;24/03/18 22:00;1.40999996662139;0.300000011920928;11;49;52;6;4;6;1
9947;24/03/18 22:00;;0.100000001490116;2;20;72;4;;4;2
9948;24/03/18 22:00;1.08000004291534;0.200000002980232;1;2;87;8;;3;3
9949;24/03/18 22:00;1.19000005722045;;1;8;;8;;;4
9950;24/03/18 22:00;;0.200000002980232;7;28;64;8;5;;5
9951;24/03/18 23:00;1.40999996662139;0.300000011920928;10;49;51;8;6;6;1
9952;24/03/18 23:00;;0.100000001490116;3;15;76;3;;4;2
9953;24/03/18 23:00;1.08000004291534;0.200000002980232;1;1;88;7;;3;3
9954;24/03/18 23:00;1.17999994754791;;1;8;;8;;;4
9955;24/03/18 23:00;;0.200000002980232;3;23;68;9;5;;5
9956;25/03/18 00:00;1.40999996662139;0.300000011920928;8;41;57;8;5;7;1
9957;25/03/18 00:00;;0.100000001490116;2;12;77;6;;4;2
9958;25/03/18 00:00;1.08000004291534;0.200000002980232;1;1;88;11;;3;3
9959;25/03/18 00:00;1.19000005722045;;1;8;;6;;;4
9960;25/03/18 00:00;;0.200000002980232;3;17;71;8;4;;5
9961;25/03/18 01:00;1.40999996662139;0.300000011920928;9;41;57;7;4;6;1
9962;25/03/18 01:00;;0.100000001490116;1;10;80;7;;3;2
9963;25/03/18 01:00;1.08000004291534;0.200000002980232;1;1;89;10;;3;3
9964;25/03/18 01:00;1.19000005722045;;1;7;;8;;;4
9965;25/03/18 01:00;;0.200000002980232;3;14;74;11;6;;5
9966;25/03/18 02:00;1.40999996662139;0.300000011920928;8;42;56;6;3;6;1
9967;25/03/18 02:00;;0.100000001490116;2;7;82;4;;3;2
9968;25/03/18 02:00;1.08000004291534;0.200000002980232;1;1;88;10;;3;3
9969;25/03/18 02:00;1.17999994754791;;1;5;;9;;;4
9970;25/03/18 02:00;;0.200000002980232;3;13;78;10;6;;5
9971;25/03/18 03:00;;;;;;;;;1
9972;25/03/18 03:00;;;;;;;;;2
9973;25/03/18 03:00;;;;;;;;;3
9974;25/03/18 03:00;;;;;;;;;4
9975;25/03/18 03:00;;;;;;;;;5
9976;25/03/18 04:00;1.40999996662139;0.300000011920928;6;41;59;5;3;6;1
9977;25/03/18 04:00;;0.100000001490116;1;7;81;3;;3;2
9978;25/03/18 04:00;1.08000004291534;0.200000002980232;1;1;87;8;;3;3
9979;25/03/18 04:00;1.17999994754791;;1;3;;8;;;4
9980;25/03/18 04:00;;0.200000002980232;2;16;75;8;5;;5
9981;25/03/18 05:00;1.40999996662139;0.300000011920928;7;45;55;3;1;6;1
9982;25/03/18 05:00;;0.100000001490116;2;9;78;3;;3;2
9983;25/03/18 05:00;1.08000004291534;0.200000002980232;1;2;84;8;;3;3
9984;25/03/18 05:00;1.19000005722045;;1;3;;5;;;4
9985;25/03/18 05:00;;0.200000002980232;1;11;77;5;2;;5
9986;25/03/18 06:00;1.40999996662139;0.300000011920928;4;35;65;4;3;6;1
9987;25/03/18 06:00;;0.100000001490116;1;7;80;4;;3;2
9988;25/03/18 06:00;1.08000004291534;0.200000002980232;1;2;83;8;;3;3
9989;25/03/18 06:00;1.19000005722045;;1;5;;5;;;4
9990;25/03/18 06:00;;0.200000002980232;1;12;76;3;1;;5
9991;25/03/18 07:00;1.40999996662139;0.300000011920928;5;36;64;2;1;6;1
9992;25/03/18 07:00;;0.100000001490116;1;8;80;3;;3;2
9993;25/03/18 07:00;1.08000004291534;0.200000002980232;1;3;80;8;;3;3
9994;25/03/18 07:00;1.17999994754791;;1;6;;5;;;4
9995;25/03/18 07:00;;0.200000002980232;1;14;76;5;2;;5
9996;25/03/18 08:00;1.40999996662139;0.300000011920928;4;37;65;2;1;6;1
9997;25/03/18 08:00;;0.100000001490116;1;10;81;4;;3;2
9998;25/03/18 08:00;1.08000004291534;0.200000002980232;1;1;92;3;;3;3
9999;25/03/18 08:00;1.19000005722045;;1;7;;6;;;4
10000;25/03/18 08:00;;0.200000002980232;1;18;75;5;2;;5
10001;25/03/18 09:00;1.40999996662139;0.300000011920928;5;42;60;4;3;6;1
10002;25/03/18 09:00;;0.100000001490116;2;14;78;3;;3;2
10003;25/03/18 09:00;1.08000004291534;0.200000002980232;1;2;89;5;;3;3
10004;25/03/18 09:00;1.19000005722045;;2;13;;3;;;4
10005;25/03/18 09:00;;0.200000002980232;2;25;69;6;3;;5
10006;25/03/18 10:00;1.40999996662139;0.300000011920928;4;30;71;6;5;7;1
10007;25/03/18 10:00;;0.100000001490116;3;14;79;3;;4;2
10008;25/03/18 10:00;1.08000004291534;0.200000002980232;1;2;89;3;;3;3
10009;25/03/18 10:00;1.19000005722045;;1;9;;3;;;4
10010;25/03/18 10:00;;0.200000002980232;3;16;76;7;5;;5
10011;25/03/18 11:00;1.40999996662139;0.300000011920928;8;36;67;4;3;6;1
10012;25/03/18 11:00;;0.100000001490116;2;9;84;6;;3;2
10013;25/03/18 11:00;1.08000004291534;0.200000002980232;1;1;92;3;;3;3
10014;25/03/18 11:00;1.19000005722045;;1;7;;2;;;4
10015;25/03/18 11:00;;0.200000002980232;3;14;81;4;3;;5
10016;25/03/18 12:00;1.40999996662139;0.300000011920928;11;35;69;3;2;7;1
10017;25/03/18 12:00;;0.100000001490116;4;10;85;3;;3;2
10018;25/03/18 12:00;1.08000004291534;0.200000002980232;1;1;94;4;;3;3
10019;25/03/18 12:00;1.17999994754791;;2;10;;4;;;4
10020;25/03/18 12:00;;0.200000002980232;5;14;83;2;1;;5
10021;25/03/18 13:00;1.40999996662139;0.300000011920928;6;25;79;5;4;8;1
10022;25/03/18 13:00;;0.100000001490116;4;9;89;2;;3;2
10023;25/03/18 13:00;1.08000004291534;0.200000002980232;1;1;95;4;;3;3
10024;25/03/18 13:00;1.19000005722045;;2;12;;4;;;4
10025;25/03/18 13:00;;0.200000002980232;5;12;85;2;2;;5
10026;25/03/18 14:00;1.41999995708465;0.300000011920928;7;29;79;2;2;9;1
10027;25/03/18 14:00;;0.100000001490116;5;13;89;4;;4;2
10028;25/03/18 14:00;1.08000004291534;0.200000002980232;2;7;92;4;;4;3
10029;25/03/18 14:00;1.19000005722045;;2;9;;5;;;4
10030;25/03/18 14:00;;0.200000002980232;15;30;78;2;1;;5
10031;25/03/18 15:00;1.41999995708465;0.300000011920928;5;24;83;6;5;9;1
10032;25/03/18 15:00;;0.100000001490116;4;14;88;4;;4;2
10033;25/03/18 15:00;1.08000004291534;0.200000002980232;1;5;95;3;;4;3
10034;25/03/18 15:00;1.19000005722045;;1;9;;6;;;4
10035;25/03/18 15:00;;0.300000011920928;16;34;74;9;7;;5
10036;25/03/18 16:00;1.40999996662139;0.300000011920928;5;22;85;4;3;7;1
10037;25/03/18 16:00;;0.100000001490116;3;9;92;1;;4;2
10038;25/03/18 16:00;1.08000004291534;0.200000002980232;1;2;97;6;;3;3
10039;25/03/18 16:00;1.19000005722045;;1;8;;8;;;4
10040;25/03/18 16:00;;0.200000002980232;6;15;86;3;2;;5
10041;25/03/18 17:00;1.41999995708465;0.300000011920928;6;31;76;7;6;7;1
10042;25/03/18 17:00;;0.100000001490116;3;9;92;6;;3;2
10043;25/03/18 17:00;1.08000004291534;0.200000002980232;1;1;101;3;;3;3
10044;25/03/18 17:00;1.19000005722045;;1;7;;8;;;4
10045;25/03/18 17:00;;0.200000002980232;5;16;86;6;5;;5
10046;25/03/18 18:00;1.41999995708465;0.300000011920928;4;23;83;7;6;7;1
10047;25/03/18 18:00;;0.100000001490116;3;11;90;2;;4;2
10048;25/03/18 18:00;1.08000004291534;0.200000002980232;1;1;97;8;;3;3
10049;25/03/18 18:00;1.19000005722045;;2;15;;5;;;4
10050;25/03/18 18:00;;0.200000002980232;8;24;78;6;4;;5
10051;25/03/18 19:00;1.44000005722045;0.300000011920928;5;36;67;3;2;9;1
10052;25/03/18 19:00;;0.100000001490116;4;16;79;5;;4;2
10053;25/03/18 19:00;1.08000004291534;0.200000002980232;1;3;91;6;;3;3
10054;25/03/18 19:00;1.19000005722045;;2;15;;4;;;4
10055;25/03/18 19:00;;0.200000002980232;4;18;77;5;4;;5
10056;25/03/18 20:00;1.42999994754791;0.300000011920928;5;36;66;5;4;7;1
10057;25/03/18 20:00;;0.100000001490116;3;16;78;1;;3;2
10058;25/03/18 20:00;1.08000004291534;0.200000002980232;1;5;88;9;;3;3
10059;25/03/18 20:00;1.21000003814697;;2;22;;3;;;4
10060;25/03/18 20:00;;0.200000002980232;4;20;73;5;4;;5
10061;25/03/18 21:00;1.42999994754791;0.300000011920928;4;40;59;8;6;7;1
10062;25/03/18 21:00;;0.100000001490116;4;19;75;1;;3;2
10063;25/03/18 21:00;1.08000004291534;0.200000002980232;1;4;88;5;;3;3
10064;25/03/18 21:00;1.22000002861022;;1;31;;2;;;4
10065;25/03/18 21:00;;0.200000002980232;4;25;70;3;2;;5
10066;25/03/18 22:00;1.42999994754791;0.300000011920928;11;61;44;7;6;7;1
10067;25/03/18 22:00;;0.100000001490116;2;21;73;4;;3;2
10068;25/03/18 22:00;1.08000004291534;0.200000002980232;1;3;90;5;;3;3
10069;25/03/18 22:00;1.23000001907348;;3;48;;3;;;4
10070;25/03/18 22:00;;0.300000011920928;9;41;56;5;3;;5
10071;25/03/18 23:00;1.45000004768371;0.300000011920928;6;52;47;10;8;10;1
10072;25/03/18 23:00;;0.100000001490116;3;26;67;6;;4;2
10073;25/03/18 23:00;1.08000004291534;0.200000002980232;1;4;86;6;;3;3
10074;25/03/18 23:00;1.22000002861022;;2;38;;4;;;4
10075;25/03/18 23:00;;0.200000002980232;6;36;57;9;7;;5
10076;26/03/18 00:00;1.44000005722045;0.300000011920928;5;43;55;5;4;8;1
10077;26/03/18 00:00;;0.100000001490116;2;19;70;6;;4;2
10078;26/03/18 00:00;1.08000004291534;0.200000002980232;1;5;83;6;;3;3
10079;26/03/18 00:00;1.23000001907348;;11;64;;3;;;4
10080;26/03/18 00:00;;0.200000002980232;1;27;62;6;3;;5
10081;26/03/18 01:00;1.44000005722045;0.300000011920928;5;49;45;4;3;7;1
10082;26/03/18 01:00;;0.100000001490116;2;14;75;5;;3;2
10083;26/03/18 01:00;1.08000004291534;0.200000002980232;1;1;87;5;;3;3
10084;26/03/18 01:00;1.23000001907348;;6;65;;6;;;4
10085;26/03/18 01:00;;0.200000002980232;3;29;60;6;3;;5
10086;26/03/18 02:00;1.75999999046325;0.300000011920928;6;55;36;3;1;7;1
10087;26/03/18 02:00;;0.100000001490116;1;22;64;2;;4;2
10088;26/03/18 02:00;1.08000004291534;0.200000002980232;1;3;84;6;;3;3
10089;26/03/18 02:00;1.24000000953674;;1;29;;2;;;4
10090;26/03/18 02:00;;0.300000011920928;5;55;31;6;3;;5
10091;26/03/18 03:00;2.31999993324279;0.300000011920928;3;54;32;5;2;6;1
10092;26/03/18 03:00;;0.200000002980232;1;52;29;5;;5;2
10093;26/03/18 03:00;1.09000003337860;0.200000002980232;1;7;77;7;;4;3
10094;26/03/18 03:00;1.22000002861022;;1;24;;7;;;4
10095;26/03/18 03:00;;0.300000011920928;12;73;7;12;8;;5
10096;26/03/18 04:00;1.85000002384185;0.300000011920928;2;42;41;7;5;6;1
10097;26/03/18 04:00;;0.100000001490116;1;37;42;4;;4;2
10098;26/03/18 04:00;1.09000003337860;0.200000002980232;1;3;72;8;;3;3
10099;26/03/18 04:00;1.21000003814697;;1;10;;2;;;4
10100;26/03/18 04:00;;0.300000011920928;9;70;8;11;7;;5
10101;26/03/18 05:00;1.49000000953674;0.300000011920928;3;34;46;2;2;6;1
10102;26/03/18 05:00;;0.200000002980232;6;72;5;4;;5;2
10103;26/03/18 05:00;1.25999999046325;0.200000002980232;1;16;60;6;;4;3
10104;26/03/18 05:00;1.22000002861022;;1;8;;1;;;4
10105;26/03/18 05:00;;0.300000011920928;14;74;1;11;6;;5
10106;26/03/18 06:00;1.73000001907348;0.300000011920928;7;49;31;5;4;6;1
10107;26/03/18 06:00;;0.100000001490116;4;65;13;8;;4;2
10108;26/03/18 06:00;1.25000000000000;0.200000002980232;1;21;51;8;;4;3
10109;26/03/18 06:00;1.26999998092651;;13;56;;1;;;4
10110;26/03/18 06:00;;0.300000011920928;22;77;2;10;5;;5
10111;26/03/18 07:00;2.00000000000000;0.300000011920928;37;77;12;4;2;7;1
10112;26/03/18 07:00;;0.100000001490116;6;64;12;8;;5;2
10113;26/03/18 07:00;1.66999995708465;0.200000002980232;1;43;26;12;;4;3
10114;26/03/18 07:00;1.24000000953674;;9;64;;9;;;4
10115;26/03/18 07:00;;0.400000005960464;65;92;1;14;8;;5
10116;26/03/18 08:00;2.72000002861022;0.400000005960464;104;102;3;10;6;9;1
10117;26/03/18 08:00;;0.300000011920928;36;84;3;10;;6;2
10118;26/03/18 08:00;1.21000003814697;0.200000002980232;2;47;24;9;;4;3
10119;26/03/18 08:00;1.25000000000000;;22;78;;9;;;4
10120;26/03/18 08:00;;0.800000011920929;250;138;1;27;14;;5
10121;26/03/18 09:00;1.85000002384185;0.600000023841857;107;110;8;19;13;10;1
10122;26/03/18 09:00;;0.200000002980232;28;67;23;14;;6;2
10123;26/03/18 09:00;1.11000001430511;0.200000002980232;5;55;22;9;;4;3
10124;26/03/18 09:00;1.25000000000000;;123;119;;16;;;4
10125;26/03/18 09:00;;0.800000011920929;179;120;10;44;23;;5
10126;26/03/18 10:00;1.52999997138977;0.600000023841857;39;83;21;11;5;13;1
10127;26/03/18 10:00;;0.100000001490116;14;47;38;9;;5;2
10128;26/03/18 10:00;1.17999994754791;0.300000011920928;18;45;29;10;;4;3
10129;26/03/18 10:00;1.25000000000000;;72;99;;31;;;4
10130;26/03/18 10:00;;0.400000005960464;36;71;23;19;10;;5
10131;26/03/18 11:00;1.54999995231628;0.600000023841857;50;87;26;14;9;16;1
10132;26/03/18 11:00;;0.100000001490116;18;40;43;10;;5;2
10133;26/03/18 11:00;1.15999996662139;0.200000002980232;6;19;59;8;;4;3
10134;26/03/18 11:00;1.26999998092651;;15;43;;15;;;4
10135;26/03/18 11:00;;0.300000011920928;29;54;34;23;15;;5
10136;26/03/18 12:00;1.51999998092651;0.400000005960464;23;57;48;11;7;10;1
10137;26/03/18 12:00;;0.100000001490116;5;15;73;9;;4;2
10138;26/03/18 12:00;1.12000000476837;0.200000002980232;2;5;81;5;;3;3
10139;26/03/18 12:00;1.24000000953674;;8;27;;6;;;4
10140;26/03/18 12:00;;0.300000011920928;27;47;51;9;4;;5
10141;26/03/18 13:00;1.48000001907348;0.300000011920928;17;42;62;9;7;9;1
10142;26/03/18 13:00;;0.100000001490116;4;11;83;4;;4;2
10143;26/03/18 13:00;1.10000002384185;0.200000002980232;1;5;88;3;;3;3
10144;26/03/18 13:00;1.22000002861022;;6;20;;10;;;4
10145;26/03/18 13:00;;0.200000002980232;10;23;75;8;5;;5
10146;26/03/18 14:00;1.42999994754791;0.300000011920928;14;35;71;8;6;7;1
10147;26/03/18 14:00;;0.100000001490116;5;13;87;4;;4;2
10148;26/03/18 14:00;1.10000002384185;0.200000002980232;1;4;93;6;;3;3
10149;26/03/18 14:00;1.22000002861022;;4;16;;9;;;4
10150;26/03/18 14:00;;;;;82;5;3;;5
10151;26/03/18 15:00;1.44000005722045;0.300000011920928;13;40;69;5;3;9;1
10152;26/03/18 15:00;;0.100000001490116;4;11;90;6;;4;2
10153;26/03/18 15:00;1.10000002384185;0.200000002980232;1;4;96;4;;3;3
10154;26/03/18 15:00;1.22000002861022;;4;16;;10;;;4
10155;26/03/18 15:00;;0.200000002980232;10;20;84;3;1;;5
10156;26/03/18 16:00;1.45000004768371;0.300000011920928;9;36;73;5;3;10;1
10157;26/03/18 16:00;;0.100000001490116;4;12;94;9;;4;2
10158;26/03/18 16:00;1.09000003337860;0.200000002980232;1;3;103;3;;3;3
10159;26/03/18 16:00;1.21000003814697;;4;16;;11;;;4
10160;26/03/18 16:00;;0.200000002980232;7;17;90;3;2;;5
10161;26/03/18 17:00;1.44000005722045;0.300000011920928;8;38;74;5;3;;1
10162;26/03/18 17:00;;0.100000001490116;4;12;96;7;;3;2
10163;26/03/18 17:00;1.09000003337860;0.200000002980232;1;2;106;3;;3;3
10164;26/03/18 17:00;1.21000003814697;;4;18;;14;;;4
10165;26/03/18 17:00;;0.200000002980232;4;13;96;4;2;;5
10166;26/03/18 18:00;1.42999994754791;0.300000011920928;9;37;78;4;3;9;1
10167;26/03/18 18:00;;0.100000001490116;3;11;99;3;;4;2
10168;26/03/18 18:00;1.09000003337860;0.200000002980232;1;3;106;9;;3;3
10169;26/03/18 18:00;1.21000003814697;;6;21;;11;;;4
10170;26/03/18 18:00;;0.200000002980232;8;22;91;3;2;;5
10171;26/03/18 19:00;1.42999994754791;0.300000011920928;8;41;74;6;5;7;1
10172;26/03/18 19:00;;0.100000001490116;4;17;90;2;;4;2
10173;26/03/18 19:00;1.09000003337860;0.200000002980232;1;5;;10;;3;3
10174;26/03/18 19:00;1.20000004768371;;3;20;;9;;;4
10175;26/03/18 19:00;;0.200000002980232;7;23;86;6;4;;5
10176;26/03/18 20:00;1.44000005722045;0.400000005960464;11;55;60;6;4;7;1
10177;26/03/18 20:00;;0.100000001490116;4;22;83;6;;4;2
10178;26/03/18 20:00;1.09000003337860;0.200000002980232;1;6;98;12;;3;3
10179;26/03/18 20:00;1.20000004768371;;2;24;;12;;;4
10180;26/03/18 20:00;;0.200000002980232;7;29;78;9;6;;5
10181;26/03/18 21:00;1.45000004768371;0.400000005960464;10;70;44;13;11;7;1
10182;26/03/18 21:00;;0.100000001490116;4;31;74;6;;4;2
10183;26/03/18 21:00;1.09000003337860;0.200000002980232;1;11;92;11;;3;3
10184;26/03/18 21:00;1.21000003814697;;2;31;;10;;;4
10185;26/03/18 21:00;;0.200000002980232;4;37;68;7;4;;5
10186;26/03/18 22:00;1.45000004768371;0.400000005960464;4;53;57;8;5;10;1
10187;26/03/18 22:00;;0.100000001490116;3;39;65;7;;4;2
10188;26/03/18 22:00;1.09000003337860;0.200000002980232;1;13;87;9;;3;3
10189;26/03/18 22:00;1.21000003814697;;1;29;;8;;;4
10190;26/03/18 22:00;;0.300000011920928;7;53;54;8;5;;5
10191;26/03/18 23:00;1.46000003814697;0.400000005960464;6;60;50;4;2;9;1
10192;26/03/18 23:00;;0.100000001490116;2;51;52;8;;4;2
10193;26/03/18 23:00;1.09000003337860;0.200000002980232;1;17;79;10;;4;3
10194;26/03/18 23:00;1.21000003814697;;1;28;;7;;;4
10195;26/03/18 23:00;;0.300000011920928;4;59;45;8;4;;5
10196;27/03/18 00:00;1.45000004768371;0.400000005960464;6;64;43;5;3;8;1
10197;27/03/18 00:00;;0.100000001490116;3;53;48;10;;5;2
10198;27/03/18 00:00;1.09000003337860;0.200000002980232;1;15;78;9;;4;3
10199;27/03/18 00:00;1.21000003814697;;4;49;;13;;;4
10200;27/03/18 00:00;;0.300000011920928;7;64;38;8;3;;5
10201;27/03/18 01:00;1.45000004768371;0.400000005960464;4;56;45;10;7;7;1
10202;27/03/18 01:00;;0.100000001490116;2;27;69;10;;5;2
10203;27/03/18 01:00;1.09000003337860;0.200000002980232;1;5;92;8;;4;3
10204;27/03/18 01:00;1.24000000953674;;17;92;;20;;;4
10205;27/03/18 01:00;;0.300000011920928;14;56;44;11;5;;5
10206;27/03/18 02:00;1.45000004768371;0.300000011920928;2;36;58;7;4;6;1
10207;27/03/18 02:00;;0.100000001490116;1;8;82;6;;4;2
10208;27/03/18 02:00;1.09000003337860;0.200000002980232;1;3;90;10;;4;3
10209;27/03/18 02:00;1.25000000000000;;10;79;;14;;;4
10210;27/03/18 02:00;;0.200000002980232;1;12;79;5;1;;5
10211;27/03/18 03:00;1.44000005722045;0.300000011920928;2;33;58;5;2;6;1
10212;27/03/18 03:00;;0.100000001490116;1;11;75;6;;4;2
10213;27/03/18 03:00;1.10000002384185;0.200000002980232;1;2;87;9;;3;3
10214;27/03/18 03:00;1.24000000953674;;1;44;;12;;;4
10215;27/03/18 03:00;;0.200000002980232;2;15;71;6;3;;5
10216;27/03/18 04:00;1.45000004768371;0.300000011920928;2;32;58;3;2;6;1
10217;27/03/18 04:00;;0.100000001490116;1;9;74;6;;4;2
10218;27/03/18 04:00;1.10000002384185;0.200000002980232;1;2;83;9;;4;3
10219;27/03/18 04:00;1.37999999523162;;5;49;;10;;;4
10220;27/03/18 04:00;;0.200000002980232;2;20;64;10;7;;5
10221;27/03/18 05:00;1.45000004768371;0.200000002980232;2;23;63;7;5;6;1
10222;27/03/18 05:00;;0.100000001490116;1;10;73;6;;4;2
10223;27/03/18 05:00;1.10000002384185;0.200000002980232;1;1;83;8;;3;3
10224;27/03/18 05:00;1.29999995231628;;2;29;;14;;;4
10225;27/03/18 05:00;;0.200000002980232;2;15;68;6;3;;5
10226;27/03/18 06:00;1.45000004768371;0.200000002980232;2;24;61;6;5;6;1
10227;27/03/18 06:00;;0.100000001490116;2;12;66;5;;4;2
10228;27/03/18 06:00;1.10000002384185;0.200000002980232;1;3;77;12;;3;3
10229;27/03/18 06:00;1.24000000953674;;1;17;;7;;;4
10230;27/03/18 06:00;;0.200000002980232;6;27;55;8;5;;5
10231;27/03/18 07:00;1.44000005722045;0.200000002980232;10;42;49;9;7;6;1
10232;27/03/18 07:00;;0.100000001490116;4;20;56;7;;4;2
10233;27/03/18 07:00;1.10000002384185;0.200000002980232;1;3;71;10;;3;3
10234;27/03/18 07:00;1.25000000000000;;2;27;;7;;;4
10235;27/03/18 07:00;;0.300000011920928;14;48;32;12;5;;5
10236;27/03/18 08:00;1.46000003814697;0.300000011920928;11;62;29;7;4;6;1
10237;27/03/18 08:00;;0.100000001490116;7;46;28;10;;4;2
10238;27/03/18 08:00;1.10000002384185;0.200000002980232;1;7;64;9;;3;3
10239;27/03/18 08:00;1.41999995708465;;121;110;;13;;;4
10240;27/03/18 08:00;;0.400000005960464;55;85;7;16;7;;5
10241;27/03/18 09:00;1.45000004768371;0.400000005960464;39;75;16;8;5;8;1
10242;27/03/18 09:00;;0.200000002980232;11;50;24;12;;5;2
10243;27/03/18 09:00;1.11000001430511;0.200000002980232;6;45;28;12;;4;3
10244;27/03/18 09:00;1.61000001430511;;143;102;;29;;;4
10245;27/03/18 09:00;;0.600000023841857;141;107;4;28;12;;5
10246;27/03/18 10:00;1.42999994754791;0.500000000000000;46;66;22;11;7;9;1
10247;27/03/18 10:00;;0.200000002980232;22;50;24;12;;6;2
10248;27/03/18 10:00;1.10000002384185;0.200000002980232;12;34;32;9;;4;3
10249;27/03/18 10:00;1.66999995708465;;149;103;;34;;;4
10250;27/03/18 10:00;;0.400000005960464;64;76;13;33;15;;5
10251;27/03/18 11:00;1.41999995708465;0.400000005960464;32;53;31;8;4;9;1
10252;27/03/18 11:00;;0.100000001490116;23;40;33;11;;6;2
10253;27/03/18 11:00;1.08000004291534;0.200000002980232;4;10;53;6;;4;3
10254;27/03/18 11:00;1.58000004291534;;96;76;;42;;;4
10255;27/03/18 11:00;;0.300000011920928;50;63;20;24;13;;5
10256;27/03/18 12:00;1.58000004291534;0.400000005960464;50;63;26;12;9;8;1
10257;27/03/18 12:00;;0.100000001490116;37;49;30;13;;6;2
